Column1,Scene,Listener,SII,Column2
Scene S06477 listener L0023 sii 0.4355,S06477,L0023,0.4355,06477
Scene S06477 listener L0077 sii 0.4934,S06477,L0077,0.4934,06477
Scene S06478 listener L0100 sii 0.6764,S06478,L0100,0.6764,06478
Scene S06478 listener L0008 sii 0.7225,S06478,L0008,0.7225,06478
Scene S06478 listener L0083 sii 0.6397,S06478,L0083,0.6397,06478
Scene S06478 listener L0100 sii 0.6764,S06478,L0100,0.6764,06478
Scene S06478 listener L0008 sii 0.7225,S06478,L0008,0.7225,06478
Scene S06478 listener L0083 sii 0.6397,S06478,L0083,0.6397,06478
Scene S06479 listener L0008 sii 0.6458,S06479,L0008,0.6458,06479
Scene S06479 listener L0089 sii 0.6285,S06479,L0089,0.6285,06479
Scene S06479 listener L0098 sii 0.6677,S06479,L0098,0.6677,06479
Scene S06479 listener L0008 sii 0.6458,S06479,L0008,0.6458,06479
Scene S06479 listener L0089 sii 0.6285,S06479,L0089,0.6285,06479
Scene S06479 listener L0098 sii 0.6677,S06479,L0098,0.6677,06479
Scene S06480 listener L0064 sii 0.6917,S06480,L0064,0.6917,06480
Scene S06480 listener L0031 sii 0.6815,S06480,L0031,0.6815,06480
Scene S06480 listener L0058 sii 0.6777,S06480,L0058,0.6777,06480
Scene S06480 listener L0064 sii 0.6917,S06480,L0064,0.6917,06480
Scene S06480 listener L0031 sii 0.6815,S06480,L0031,0.6815,06480
Scene S06480 listener L0058 sii 0.6777,S06480,L0058,0.6777,06480
Scene S06481 listener L0092 sii 0.5122,S06481,L0092,0.5122,06481
Scene S06481 listener L0013 sii 0.5693,S06481,L0013,0.5693,06481
Scene S06481 listener L0089 sii 0.5569,S06481,L0089,0.5569,06481
Scene S06481 listener L0092 sii 0.5122,S06481,L0092,0.5122,06481
Scene S06481 listener L0013 sii 0.5693,S06481,L0013,0.5693,06481
Scene S06481 listener L0089 sii 0.5569,S06481,L0089,0.5569,06481
Scene S06482 listener L0029 sii 0.4354,S06482,L0029,0.4354,06482
Scene S06482 listener L0044 sii 0.4094,S06482,L0044,0.4094,06482
Scene S06482 listener L0034 sii 0.3869,S06482,L0034,0.3869,06482
Scene S06482 listener L0029 sii 0.4354,S06482,L0029,0.4354,06482
Scene S06482 listener L0044 sii 0.4094,S06482,L0044,0.4094,06482
Scene S06482 listener L0034 sii 0.3869,S06482,L0034,0.3869,06482
Scene S06483 listener L0044 sii 0.5141,S06483,L0044,0.5141,06483
Scene S06483 listener L0055 sii 0.539,S06483,L0055,0.539,06483
Scene S06483 listener L0042 sii 0.5778,S06483,L0042,0.5778,06483
Scene S06483 listener L0044 sii 0.5141,S06483,L0044,0.5141,06483
Scene S06483 listener L0055 sii 0.539,S06483,L0055,0.539,06483
Scene S06483 listener L0042 sii 0.5778,S06483,L0042,0.5778,06483
Scene S06484 listener L0044 sii 0.5038,S06484,L0044,0.5038,06484
Scene S06484 listener L0083 sii 0.5386,S06484,L0083,0.5386,06484
Scene S06484 listener L0073 sii 0.5057,S06484,L0073,0.5057,06484
Scene S06484 listener L0044 sii 0.5038,S06484,L0044,0.5038,06484
Scene S06484 listener L0083 sii 0.5386,S06484,L0083,0.5386,06484
Scene S06484 listener L0073 sii 0.5057,S06484,L0073,0.5057,06484
Scene S06485 listener L0026 sii 0.5577,S06485,L0026,0.5577,06485
Scene S06485 listener L0072 sii 0.5129,S06485,L0072,0.5129,06485
Scene S06485 listener L0088 sii 0.6224,S06485,L0088,0.6224,06485
Scene S06485 listener L0026 sii 0.5577,S06485,L0026,0.5577,06485
Scene S06485 listener L0072 sii 0.5129,S06485,L0072,0.5129,06485
Scene S06485 listener L0088 sii 0.6224,S06485,L0088,0.6224,06485
Scene S06486 listener L0026 sii 0.5307,S06486,L0026,0.5307,06486
Scene S06486 listener L0005 sii 0.5479,S06486,L0005,0.5479,06486
Scene S06486 listener L0098 sii 0.5445,S06486,L0098,0.5445,06486
Scene S06486 listener L0026 sii 0.5307,S06486,L0026,0.5307,06486
Scene S06486 listener L0005 sii 0.5479,S06486,L0005,0.5479,06486
Scene S06486 listener L0098 sii 0.5445,S06486,L0098,0.5445,06486
Scene S06487 listener L0092 sii 0.4625,S06487,L0092,0.4625,06487
Scene S06487 listener L0029 sii 0.4905,S06487,L0029,0.4905,06487
Scene S06487 listener L0100 sii 0.5419,S06487,L0100,0.5419,06487
Scene S06487 listener L0092 sii 0.4625,S06487,L0092,0.4625,06487
Scene S06487 listener L0029 sii 0.4905,S06487,L0029,0.4905,06487
Scene S06487 listener L0100 sii 0.5419,S06487,L0100,0.5419,06487
Scene S06488 listener L0082 sii 0.6113,S06488,L0082,0.6113,06488
Scene S06488 listener L0005 sii 0.6262,S06488,L0005,0.6262,06488
Scene S06488 listener L0054 sii 0.6142,S06488,L0054,0.6142,06488
Scene S06488 listener L0082 sii 0.6113,S06488,L0082,0.6113,06488
Scene S06488 listener L0005 sii 0.6262,S06488,L0005,0.6262,06488
Scene S06488 listener L0054 sii 0.6142,S06488,L0054,0.6142,06488
Scene S06489 listener L0012 sii 0.281,S06489,L0012,0.281,06489
Scene S06489 listener L0032 sii 0.2994,S06489,L0032,0.2994,06489
Scene S06489 listener L0100 sii 0.3233,S06489,L0100,0.3233,06489
Scene S06489 listener L0012 sii 0.281,S06489,L0012,0.281,06489
Scene S06489 listener L0032 sii 0.2994,S06489,L0032,0.2994,06489
Scene S06489 listener L0100 sii 0.3233,S06489,L0100,0.3233,06489
Scene S06490 listener L0073 sii 0.5657,S06490,L0073,0.5657,06490
Scene S06490 listener L0096 sii 0.6086,S06490,L0096,0.6086,06490
Scene S06490 listener L0040 sii 0.5696,S06490,L0040,0.5696,06490
Scene S06490 listener L0073 sii 0.5657,S06490,L0073,0.5657,06490
Scene S06490 listener L0096 sii 0.6086,S06490,L0096,0.6086,06490
Scene S06490 listener L0040 sii 0.5696,S06490,L0040,0.5696,06490
Scene S06491 listener L0073 sii 0.3092,S06491,L0073,0.3092,06491
Scene S06491 listener L0083 sii 0.3679,S06491,L0083,0.3679,06491
Scene S06491 listener L0027 sii 0.357,S06491,L0027,0.357,06491
Scene S06491 listener L0073 sii 0.3092,S06491,L0073,0.3092,06491
Scene S06491 listener L0083 sii 0.3679,S06491,L0083,0.3679,06491
Scene S06491 listener L0027 sii 0.357,S06491,L0027,0.357,06491
Scene S06492 listener L0056 sii 0.577,S06492,L0056,0.577,06492
Scene S06492 listener L0023 sii 0.5488,S06492,L0023,0.5488,06492
Scene S06492 listener L0076 sii 0.5475,S06492,L0076,0.5475,06492
Scene S06492 listener L0056 sii 0.577,S06492,L0056,0.577,06492
Scene S06492 listener L0023 sii 0.5488,S06492,L0023,0.5488,06492
Scene S06492 listener L0076 sii 0.5475,S06492,L0076,0.5475,06492
Scene S06493 listener L0089 sii 0.5353,S06493,L0089,0.5353,06493
Scene S06493 listener L0010 sii 0.4968,S06493,L0010,0.4968,06493
Scene S06493 listener L0086 sii 0.5542,S06493,L0086,0.5542,06493
Scene S06493 listener L0089 sii 0.5353,S06493,L0089,0.5353,06493
Scene S06493 listener L0010 sii 0.4968,S06493,L0010,0.4968,06493
Scene S06493 listener L0086 sii 0.5542,S06493,L0086,0.5542,06493
Scene S06494 listener L0013 sii 0.5668,S06494,L0013,0.5668,06494
Scene S06494 listener L0083 sii 0.556,S06494,L0083,0.556,06494
Scene S06494 listener L0057 sii 0.5733,S06494,L0057,0.5733,06494
Scene S06494 listener L0013 sii 0.5668,S06494,L0013,0.5668,06494
Scene S06494 listener L0083 sii 0.556,S06494,L0083,0.556,06494
Scene S06494 listener L0057 sii 0.5733,S06494,L0057,0.5733,06494
Scene S06495 listener L0001 sii 0.5515,S06495,L0001,0.5515,06495
Scene S06495 listener L0013 sii 0.5913,S06495,L0013,0.5913,06495
Scene S06495 listener L0017 sii 0.5727,S06495,L0017,0.5727,06495
Scene S06495 listener L0001 sii 0.5515,S06495,L0001,0.5515,06495
Scene S06495 listener L0013 sii 0.5913,S06495,L0013,0.5913,06495
Scene S06495 listener L0017 sii 0.5727,S06495,L0017,0.5727,06495
Scene S06496 listener L0069 sii 0.5863,S06496,L0069,0.5863,06496
Scene S06496 listener L0095 sii 0.5885,S06496,L0095,0.5885,06496
Scene S06496 listener L0059 sii 0.6025,S06496,L0059,0.6025,06496
Scene S06496 listener L0069 sii 0.5863,S06496,L0069,0.5863,06496
Scene S06496 listener L0095 sii 0.5885,S06496,L0095,0.5885,06496
Scene S06496 listener L0059 sii 0.6025,S06496,L0059,0.6025,06496
Scene S06497 listener L0090 sii 0.5099,S06497,L0090,0.5099,06497
Scene S06497 listener L0072 sii 0.4693,S06497,L0072,0.4693,06497
Scene S06497 listener L0056 sii 0.4969,S06497,L0056,0.4969,06497
Scene S06497 listener L0090 sii 0.5099,S06497,L0090,0.5099,06497
Scene S06497 listener L0072 sii 0.4693,S06497,L0072,0.4693,06497
Scene S06497 listener L0056 sii 0.4969,S06497,L0056,0.4969,06497
Scene S06498 listener L0063 sii 0.7013,S06498,L0063,0.7013,06498
Scene S06498 listener L0082 sii 0.6705,S06498,L0082,0.6705,06498
Scene S06498 listener L0061 sii 0.6315,S06498,L0061,0.6315,06498
Scene S06498 listener L0063 sii 0.7013,S06498,L0063,0.7013,06498
Scene S06498 listener L0082 sii 0.6705,S06498,L0082,0.6705,06498
Scene S06498 listener L0061 sii 0.6315,S06498,L0061,0.6315,06498
Scene S06499 listener L0099 sii 0.6005,S06499,L0099,0.6005,06499
Scene S06499 listener L0021 sii 0.5742,S06499,L0021,0.5742,06499
Scene S06499 listener L0023 sii 0.5814,S06499,L0023,0.5814,06499
Scene S06499 listener L0099 sii 0.6005,S06499,L0099,0.6005,06499
Scene S06499 listener L0021 sii 0.5742,S06499,L0021,0.5742,06499
Scene S06499 listener L0023 sii 0.5814,S06499,L0023,0.5814,06499
Scene S06500 listener L0054 sii 0.4102,S06500,L0054,0.4102,06500
Scene S06500 listener L0003 sii 0.4057,S06500,L0003,0.4057,06500
Scene S06500 listener L0031 sii 0.3722,S06500,L0031,0.3722,06500
Scene S06500 listener L0054 sii 0.4102,S06500,L0054,0.4102,06500
Scene S06500 listener L0003 sii 0.4057,S06500,L0003,0.4057,06500
Scene S06500 listener L0031 sii 0.3722,S06500,L0031,0.3722,06500
Scene S06501 listener L0022 sii 0.2854,S06501,L0022,0.2854,06501
Scene S06501 listener L0003 sii 0.2732,S06501,L0003,0.2732,06501
Scene S06501 listener L0057 sii 0.2899,S06501,L0057,0.2899,06501
Scene S06501 listener L0022 sii 0.2854,S06501,L0022,0.2854,06501
Scene S06501 listener L0003 sii 0.2732,S06501,L0003,0.2732,06501
Scene S06501 listener L0057 sii 0.2899,S06501,L0057,0.2899,06501
Scene S06502 listener L0095 sii 0.6807,S06502,L0095,0.6807,06502
Scene S06502 listener L0032 sii 0.6702,S06502,L0032,0.6702,06502
Scene S06502 listener L0008 sii 0.6256,S06502,L0008,0.6256,06502
Scene S06502 listener L0095 sii 0.6807,S06502,L0095,0.6807,06502
Scene S06502 listener L0032 sii 0.6702,S06502,L0032,0.6702,06502
Scene S06502 listener L0008 sii 0.6256,S06502,L0008,0.6256,06502
Scene S06503 listener L0067 sii 0.5418,S06503,L0067,0.5418,06503
Scene S06503 listener L0100 sii 0.539,S06503,L0100,0.539,06503
Scene S06503 listener L0010 sii 0.4946,S06503,L0010,0.4946,06503
Scene S06503 listener L0067 sii 0.5418,S06503,L0067,0.5418,06503
Scene S06503 listener L0100 sii 0.539,S06503,L0100,0.539,06503
Scene S06503 listener L0010 sii 0.4946,S06503,L0010,0.4946,06503
Scene S06504 listener L0053 sii 0.6337,S06504,L0053,0.6337,06504
Scene S06504 listener L0064 sii 0.6015,S06504,L0064,0.6015,06504
Scene S06504 listener L0009 sii 0.697,S06504,L0009,0.697,06504
Scene S06504 listener L0053 sii 0.6337,S06504,L0053,0.6337,06504
Scene S06504 listener L0064 sii 0.6015,S06504,L0064,0.6015,06504
Scene S06504 listener L0009 sii 0.697,S06504,L0009,0.697,06504
Scene S06505 listener L0094 sii 0.4534,S06505,L0094,0.4534,06505
Scene S06505 listener L0028 sii 0.4624,S06505,L0028,0.4624,06505
Scene S06505 listener L0059 sii 0.4296,S06505,L0059,0.4296,06505
Scene S06505 listener L0094 sii 0.4534,S06505,L0094,0.4534,06505
Scene S06505 listener L0028 sii 0.4624,S06505,L0028,0.4624,06505
Scene S06505 listener L0059 sii 0.4296,S06505,L0059,0.4296,06505
Scene S06506 listener L0012 sii 0.3127,S06506,L0012,0.3127,06506
Scene S06506 listener L0067 sii 0.3087,S06506,L0067,0.3087,06506
Scene S06506 listener L0009 sii 0.3358,S06506,L0009,0.3358,06506
Scene S06506 listener L0012 sii 0.3127,S06506,L0012,0.3127,06506
Scene S06506 listener L0067 sii 0.3087,S06506,L0067,0.3087,06506
Scene S06506 listener L0009 sii 0.3358,S06506,L0009,0.3358,06506
Scene S06507 listener L0071 sii 0.6332,S06507,L0071,0.6332,06507
Scene S06507 listener L0059 sii 0.6387,S06507,L0059,0.6387,06507
Scene S06507 listener L0095 sii 0.617,S06507,L0095,0.617,06507
Scene S06507 listener L0071 sii 0.6332,S06507,L0071,0.6332,06507
Scene S06507 listener L0059 sii 0.6387,S06507,L0059,0.6387,06507
Scene S06507 listener L0095 sii 0.617,S06507,L0095,0.617,06507
Scene S06508 listener L0097 sii 0.5501,S06508,L0097,0.5501,06508
Scene S06508 listener L0042 sii 0.7236,S06508,L0042,0.7236,06508
Scene S06508 listener L0053 sii 0.613,S06508,L0053,0.613,06508
Scene S06508 listener L0097 sii 0.5501,S06508,L0097,0.5501,06508
Scene S06508 listener L0042 sii 0.7236,S06508,L0042,0.7236,06508
Scene S06508 listener L0053 sii 0.613,S06508,L0053,0.613,06508
Scene S06509 listener L0090 sii 0.5635,S06509,L0090,0.5635,06509
Scene S06509 listener L0073 sii 0.5559,S06509,L0073,0.5559,06509
Scene S06509 listener L0067 sii 0.6119,S06509,L0067,0.6119,06509
Scene S06509 listener L0090 sii 0.5635,S06509,L0090,0.5635,06509
Scene S06509 listener L0073 sii 0.5559,S06509,L0073,0.5559,06509
Scene S06509 listener L0067 sii 0.6119,S06509,L0067,0.6119,06509
Scene S06510 listener L0031 sii 0.6589,S06510,L0031,0.6589,06510
Scene S06510 listener L0004 sii 0.6179,S06510,L0004,0.6179,06510
Scene S06510 listener L0073 sii 0.5493,S06510,L0073,0.5493,06510
Scene S06510 listener L0031 sii 0.6589,S06510,L0031,0.6589,06510
Scene S06510 listener L0004 sii 0.6179,S06510,L0004,0.6179,06510
Scene S06510 listener L0073 sii 0.5493,S06510,L0073,0.5493,06510
Scene S06511 listener L0044 sii 0.3897,S06511,L0044,0.3897,06511
Scene S06511 listener L0032 sii 0.4045,S06511,L0032,0.4045,06511
Scene S06511 listener L0064 sii 0.4176,S06511,L0064,0.4176,06511
Scene S06511 listener L0044 sii 0.3897,S06511,L0044,0.3897,06511
Scene S06511 listener L0032 sii 0.4045,S06511,L0032,0.4045,06511
Scene S06511 listener L0064 sii 0.4176,S06511,L0064,0.4176,06511
Scene S06512 listener L0011 sii 0.5116,S06512,L0011,0.5116,06512
Scene S06512 listener L0059 sii 0.5173,S06512,L0059,0.5173,06512
Scene S06512 listener L0015 sii 0.506,S06512,L0015,0.506,06512
Scene S06512 listener L0011 sii 0.5116,S06512,L0011,0.5116,06512
Scene S06512 listener L0059 sii 0.5173,S06512,L0059,0.5173,06512
Scene S06512 listener L0015 sii 0.506,S06512,L0015,0.506,06512
Scene S06513 listener L0021 sii 0.4677,S06513,L0021,0.4677,06513
Scene S06513 listener L0004 sii 0.4589,S06513,L0004,0.4589,06513
Scene S06513 listener L0058 sii 0.4425,S06513,L0058,0.4425,06513
Scene S06513 listener L0021 sii 0.4677,S06513,L0021,0.4677,06513
Scene S06513 listener L0004 sii 0.4589,S06513,L0004,0.4589,06513
Scene S06513 listener L0058 sii 0.4425,S06513,L0058,0.4425,06513
Scene S06514 listener L0003 sii 0.6239,S06514,L0003,0.6239,06514
Scene S06514 listener L0029 sii 0.58,S06514,L0029,0.58,06514
Scene S06514 listener L0066 sii 0.6556,S06514,L0066,0.6556,06514
Scene S06514 listener L0003 sii 0.6239,S06514,L0003,0.6239,06514
Scene S06514 listener L0029 sii 0.58,S06514,L0029,0.58,06514
Scene S06514 listener L0066 sii 0.6556,S06514,L0066,0.6556,06514
Scene S06515 listener L0096 sii 0.5021,S06515,L0096,0.5021,06515
Scene S06515 listener L0002 sii 0.5945,S06515,L0002,0.5945,06515
Scene S06515 listener L0055 sii 0.5971,S06515,L0055,0.5971,06515
Scene S06515 listener L0096 sii 0.5021,S06515,L0096,0.5021,06515
Scene S06515 listener L0002 sii 0.5945,S06515,L0002,0.5945,06515
Scene S06515 listener L0055 sii 0.5971,S06515,L0055,0.5971,06515
Scene S06516 listener L0073 sii 0.5911,S06516,L0073,0.5911,06516
Scene S06516 listener L0088 sii 0.6508,S06516,L0088,0.6508,06516
Scene S06516 listener L0080 sii 0.6221,S06516,L0080,0.6221,06516
Scene S06516 listener L0073 sii 0.5911,S06516,L0073,0.5911,06516
Scene S06516 listener L0088 sii 0.6508,S06516,L0088,0.6508,06516
Scene S06516 listener L0080 sii 0.6221,S06516,L0080,0.6221,06516
Scene S06517 listener L0076 sii 0.7116,S06517,L0076,0.7116,06517
Scene S06517 listener L0013 sii 0.6382,S06517,L0013,0.6382,06517
Scene S06517 listener L0009 sii 0.6589,S06517,L0009,0.6589,06517
Scene S06517 listener L0076 sii 0.7116,S06517,L0076,0.7116,06517
Scene S06517 listener L0013 sii 0.6382,S06517,L0013,0.6382,06517
Scene S06517 listener L0009 sii 0.6589,S06517,L0009,0.6589,06517
Scene S06518 listener L0085 sii 0.5495,S06518,L0085,0.5495,06518
Scene S06518 listener L0066 sii 0.5343,S06518,L0066,0.5343,06518
Scene S06518 listener L0044 sii 0.4896,S06518,L0044,0.4896,06518
Scene S06518 listener L0085 sii 0.5495,S06518,L0085,0.5495,06518
Scene S06518 listener L0066 sii 0.5343,S06518,L0066,0.5343,06518
Scene S06518 listener L0044 sii 0.4896,S06518,L0044,0.4896,06518
Scene S06519 listener L0004 sii 0.5902,S06519,L0004,0.5902,06519
Scene S06519 listener L0100 sii 0.5622,S06519,L0100,0.5622,06519
Scene S06519 listener L0083 sii 0.5742,S06519,L0083,0.5742,06519
Scene S06519 listener L0004 sii 0.5902,S06519,L0004,0.5902,06519
Scene S06519 listener L0100 sii 0.5622,S06519,L0100,0.5622,06519
Scene S06519 listener L0083 sii 0.5742,S06519,L0083,0.5742,06519
Scene S06520 listener L0015 sii 0.5381,S06520,L0015,0.5381,06520
Scene S06520 listener L0013 sii 0.5734,S06520,L0013,0.5734,06520
Scene S06520 listener L0056 sii 0.5293,S06520,L0056,0.5293,06520
Scene S06520 listener L0015 sii 0.5381,S06520,L0015,0.5381,06520
Scene S06520 listener L0013 sii 0.5734,S06520,L0013,0.5734,06520
Scene S06520 listener L0056 sii 0.5293,S06520,L0056,0.5293,06520
Scene S06521 listener L0059 sii 0.6159,S06521,L0059,0.6159,06521
Scene S06521 listener L0015 sii 0.5494,S06521,L0015,0.5494,06521
Scene S06521 listener L0076 sii 0.5512,S06521,L0076,0.5512,06521
Scene S06521 listener L0059 sii 0.6159,S06521,L0059,0.6159,06521
Scene S06521 listener L0015 sii 0.5494,S06521,L0015,0.5494,06521
Scene S06521 listener L0076 sii 0.5512,S06521,L0076,0.5512,06521
Scene S06522 listener L0005 sii 0.572,S06522,L0005,0.572,06522
Scene S06522 listener L0026 sii 0.5365,S06522,L0026,0.5365,06522
Scene S06522 listener L0083 sii 0.599,S06522,L0083,0.599,06522
Scene S06522 listener L0005 sii 0.572,S06522,L0005,0.572,06522
Scene S06522 listener L0026 sii 0.5365,S06522,L0026,0.5365,06522
Scene S06522 listener L0083 sii 0.599,S06522,L0083,0.599,06522
Scene S06523 listener L0098 sii 0.5126,S06523,L0098,0.5126,06523
Scene S06523 listener L0048 sii 0.5447,S06523,L0048,0.5447,06523
Scene S06523 listener L0005 sii 0.5073,S06523,L0005,0.5073,06523
Scene S06523 listener L0098 sii 0.5126,S06523,L0098,0.5126,06523
Scene S06523 listener L0048 sii 0.5447,S06523,L0048,0.5447,06523
Scene S06523 listener L0005 sii 0.5073,S06523,L0005,0.5073,06523
Scene S06524 listener L0001 sii 0.5526,S06524,L0001,0.5526,06524
Scene S06524 listener L0063 sii 0.5766,S06524,L0063,0.5766,06524
Scene S06524 listener L0057 sii 0.5447,S06524,L0057,0.5447,06524
Scene S06524 listener L0001 sii 0.5526,S06524,L0001,0.5526,06524
Scene S06524 listener L0063 sii 0.5766,S06524,L0063,0.5766,06524
Scene S06524 listener L0057 sii 0.5447,S06524,L0057,0.5447,06524
Scene S06525 listener L0027 sii 0.3642,S06525,L0027,0.3642,06525
Scene S06525 listener L0088 sii 0.3889,S06525,L0088,0.3889,06525
Scene S06525 listener L0024 sii 0.3979,S06525,L0024,0.3979,06525
Scene S06525 listener L0027 sii 0.3642,S06525,L0027,0.3642,06525
Scene S06525 listener L0088 sii 0.3889,S06525,L0088,0.3889,06525
Scene S06525 listener L0024 sii 0.3979,S06525,L0024,0.3979,06525
Scene S06526 listener L0027 sii 0.436,S06526,L0027,0.436,06526
Scene S06526 listener L0029 sii 0.453,S06526,L0029,0.453,06526
Scene S06526 listener L0099 sii 0.4199,S06526,L0099,0.4199,06526
Scene S06526 listener L0027 sii 0.436,S06526,L0027,0.436,06526
Scene S06526 listener L0029 sii 0.453,S06526,L0029,0.453,06526
Scene S06526 listener L0099 sii 0.4199,S06526,L0099,0.4199,06526
Scene S06527 listener L0041 sii 0.6411,S06527,L0041,0.6411,06527
Scene S06527 listener L0097 sii 0.5638,S06527,L0097,0.5638,06527
Scene S06527 listener L0056 sii 0.5772,S06527,L0056,0.5772,06527
Scene S06527 listener L0041 sii 0.6411,S06527,L0041,0.6411,06527
Scene S06527 listener L0097 sii 0.5638,S06527,L0097,0.5638,06527
Scene S06527 listener L0056 sii 0.5772,S06527,L0056,0.5772,06527
Scene S06528 listener L0004 sii 0.5777,S06528,L0004,0.5777,06528
Scene S06528 listener L0077 sii 0.5951,S06528,L0077,0.5951,06528
Scene S06528 listener L0098 sii 0.6111,S06528,L0098,0.6111,06528
