Column1,Scene,Listener,SII,Column2
Scene S07893 listener L0089 sii 0.4333,S07893,L0089,0.4333,07893
Scene S07894 listener L0008 sii 0.5874,S07894,L0008,0.5874,07894
Scene S07894 listener L0038 sii 0.5222,S07894,L0038,0.5222,07894
Scene S07894 listener L0071 sii 0.587,S07894,L0071,0.587,07894
Scene S07895 listener L0098 sii 0.6534,S07895,L0098,0.6534,07895
Scene S07895 listener L0081 sii 0.5374,S07895,L0081,0.5374,07895
Scene S07895 listener L0067 sii 0.5983,S07895,L0067,0.5983,07895
Scene S07896 listener L0023 sii 0.487,S07896,L0023,0.487,07896
Scene S07896 listener L0088 sii 0.5339,S07896,L0088,0.5339,07896
Scene S07896 listener L0086 sii 0.4696,S07896,L0086,0.4696,07896
Scene S07897 listener L0005 sii 0.4689,S07897,L0005,0.4689,07897
Scene S07897 listener L0034 sii 0.3538,S07897,L0034,0.3538,07897
Scene S07897 listener L0048 sii 0.5102,S07897,L0048,0.5102,07897
Scene S07898 listener L0089 sii 0.418,S07898,L0089,0.418,07898
Scene S07898 listener L0035 sii 0.3906,S07898,L0035,0.3906,07898
Scene S07898 listener L0044 sii 0.4194,S07898,L0044,0.4194,07898
Scene S07899 listener L0010 sii 0.442,S07899,L0010,0.442,07899
Scene S07899 listener L0082 sii 0.5235,S07899,L0082,0.5235,07899
Scene S07899 listener L0061 sii 0.5737,S07899,L0061,0.5737,07899
Scene S07900 listener L0048 sii 0.6823,S07900,L0048,0.6823,07900
Scene S07900 listener L0064 sii 0.6309,S07900,L0064,0.6309,07900
Scene S07900 listener L0022 sii 0.6558,S07900,L0022,0.6558,07900
Scene S07901 listener L0005 sii 0.5411,S07901,L0005,0.5411,07901
Scene S07901 listener L0032 sii 0.6185,S07901,L0032,0.6185,07901
Scene S07901 listener L0097 sii 0.4784,S07901,L0097,0.4784,07901
Scene S07902 listener L0051 sii 0.2495,S07902,L0051,0.2495,07902
Scene S07902 listener L0035 sii 0.2676,S07902,L0035,0.2676,07902
Scene S07902 listener L0072 sii 0.2329,S07902,L0072,0.2329,07902
Scene S07903 listener L0049 sii 0.4278,S07903,L0049,0.4278,07903
Scene S07903 listener L0001 sii 0.4875,S07903,L0001,0.4875,07903
Scene S07903 listener L0008 sii 0.4615,S07903,L0008,0.4615,07903
Scene S07904 listener L0069 sii 0.6003,S07904,L0069,0.6003,07904
Scene S07904 listener L0070 sii 0.5683,S07904,L0070,0.5683,07904
Scene S07904 listener L0088 sii 0.6123,S07904,L0088,0.6123,07904
Scene S07905 listener L0002 sii 0.4262,S07905,L0002,0.4262,07905
Scene S07905 listener L0028 sii 0.4171,S07905,L0028,0.4171,07905
Scene S07905 listener L0017 sii 0.4206,S07905,L0017,0.4206,07905
Scene S07906 listener L0061 sii 0.7323,S07906,L0061,0.7323,07906
Scene S07906 listener L0068 sii 0.6409,S07906,L0068,0.6409,07906
Scene S07906 listener L0039 sii 0.5704,S07906,L0039,0.5704,07906
Scene S07907 listener L0045 sii 0.5831,S07907,L0045,0.5831,07907
Scene S07907 listener L0066 sii 0.5679,S07907,L0066,0.5679,07907
Scene S07907 listener L0081 sii 0.5298,S07907,L0081,0.5298,07907
Scene S07908 listener L0059 sii 0.4971,S07908,L0059,0.4971,07908
Scene S07908 listener L0090 sii 0.4563,S07908,L0090,0.4563,07908
Scene S07908 listener L0026 sii 0.4503,S07908,L0026,0.4503,07908
Scene S07909 listener L0014 sii 0.2388,S07909,L0014,0.2388,07909
Scene S07909 listener L0055 sii 0.2542,S07909,L0055,0.2542,07909
Scene S07909 listener L0036 sii 0.2189,S07909,L0036,0.2189,07909
Scene S07910 listener L0008 sii 0.5594,S07910,L0008,0.5594,07910
Scene S07910 listener L0065 sii 0.6369,S07910,L0065,0.6369,07910
Scene S07910 listener L0063 sii 0.6613,S07910,L0063,0.6613,07910
Scene S07911 listener L0047 sii 0.4186,S07911,L0047,0.4186,07911
Scene S07911 listener L0056 sii 0.3543,S07911,L0056,0.3543,07911
Scene S07911 listener L0032 sii 0.4837,S07911,L0032,0.4837,07911
Scene S07912 listener L0081 sii 0.5307,S07912,L0081,0.5307,07912
Scene S07912 listener L0040 sii 0.6056,S07912,L0040,0.6056,07912
Scene S07912 listener L0090 sii 0.6526,S07912,L0090,0.6526,07912
Scene S07913 listener L0093 sii 0.4535,S07913,L0093,0.4535,07913
Scene S07913 listener L0090 sii 0.3588,S07913,L0090,0.3588,07913
Scene S07913 listener L0005 sii 0.422,S07913,L0005,0.422,07913
Scene S07914 listener L0078 sii 0.6837,S07914,L0078,0.6837,07914
Scene S07914 listener L0041 sii 0.6131,S07914,L0041,0.6131,07914
Scene S07914 listener L0035 sii 0.6355,S07914,L0035,0.6355,07914
Scene S07915 listener L0047 sii 0.6709,S07915,L0047,0.6709,07915
Scene S07915 listener L0027 sii 0.6805,S07915,L0027,0.6805,07915
Scene S07915 listener L0031 sii 0.6715,S07915,L0031,0.6715,07915
Scene S07916 listener L0072 sii 0.4137,S07916,L0072,0.4137,07916
Scene S07916 listener L0039 sii 0.3977,S07916,L0039,0.3977,07916
Scene S07916 listener L0008 sii 0.475,S07916,L0008,0.475,07916
Scene S07917 listener L0013 sii 0.5984,S07917,L0013,0.5984,07917
Scene S07917 listener L0039 sii 0.5301,S07917,L0039,0.5301,07917
Scene S07917 listener L0065 sii 0.6067,S07917,L0065,0.6067,07917
Scene S07918 listener L0065 sii 0.5209,S07918,L0065,0.5209,07918
Scene S07918 listener L0069 sii 0.5068,S07918,L0069,0.5068,07918
Scene S07918 listener L0098 sii 0.5371,S07918,L0098,0.5371,07918
Scene S07919 listener L0004 sii 0.5627,S07919,L0004,0.5627,07919
Scene S07919 listener L0024 sii 0.5369,S07919,L0024,0.5369,07919
Scene S07919 listener L0096 sii 0.5282,S07919,L0096,0.5282,07919
Scene S07920 listener L0048 sii 0.3838,S07920,L0048,0.3838,07920
Scene S07920 listener L0053 sii 0.3738,S07920,L0053,0.3738,07920
Scene S07920 listener L0008 sii 0.3907,S07920,L0008,0.3907,07920
Scene S07921 listener L0090 sii 0.4863,S07921,L0090,0.4863,07921
Scene S07921 listener L0035 sii 0.5369,S07921,L0035,0.5369,07921
Scene S07921 listener L0051 sii 0.4805,S07921,L0051,0.4805,07921
Scene S07922 listener L0078 sii 0.3843,S07922,L0078,0.3843,07922
Scene S07922 listener L0063 sii 0.413,S07922,L0063,0.413,07922
Scene S07922 listener L0019 sii 0.4153,S07922,L0019,0.4153,07922
Scene S07923 listener L0096 sii 0.5229,S07923,L0096,0.5229,07923
Scene S07923 listener L0058 sii 0.4946,S07923,L0058,0.4946,07923
Scene S07923 listener L0014 sii 0.4572,S07923,L0014,0.4572,07923
Scene S07924 listener L0073 sii 0.4213,S07924,L0073,0.4213,07924
Scene S07924 listener L0061 sii 0.4592,S07924,L0061,0.4592,07924
Scene S07924 listener L0038 sii 0.4785,S07924,L0038,0.4785,07924
Scene S07925 listener L0097 sii 0.3653,S07925,L0097,0.3653,07925
Scene S07925 listener L0092 sii 0.3798,S07925,L0092,0.3798,07925
Scene S07925 listener L0008 sii 0.3971,S07925,L0008,0.3971,07925
Scene S07926 listener L0015 sii 0.556,S07926,L0015,0.556,07926
Scene S07926 listener L0059 sii 0.5337,S07926,L0059,0.5337,07926
Scene S07926 listener L0074 sii 0.5929,S07926,L0074,0.5929,07926
Scene S07927 listener L0032 sii 0.6084,S07927,L0032,0.6084,07927
Scene S07927 listener L0053 sii 0.57,S07927,L0053,0.57,07927
Scene S07927 listener L0049 sii 0.5159,S07927,L0049,0.5159,07927
Scene S07928 listener L0015 sii 0.4474,S07928,L0015,0.4474,07928
Scene S07928 listener L0001 sii 0.4259,S07928,L0001,0.4259,07928
Scene S07928 listener L0011 sii 0.4078,S07928,L0011,0.4078,07928
Scene S07929 listener L0095 sii 0.5743,S07929,L0095,0.5743,07929
Scene S07929 listener L0070 sii 0.618,S07929,L0070,0.618,07929
Scene S07929 listener L0034 sii 0.5151,S07929,L0034,0.5151,07929
Scene S07930 listener L0080 sii 0.275,S07930,L0080,0.275,07930
Scene S07930 listener L0035 sii 0.305,S07930,L0035,0.305,07930
Scene S07930 listener L0078 sii 0.2981,S07930,L0078,0.2981,07930
Scene S07931 listener L0089 sii 0.6404,S07931,L0089,0.6404,07931
Scene S07931 listener L0066 sii 0.731,S07931,L0066,0.731,07931
Scene S07931 listener L0083 sii 0.6634,S07931,L0083,0.6634,07931
Scene S07932 listener L0076 sii 0.4503,S07932,L0076,0.4503,07932
Scene S07932 listener L0027 sii 0.4589,S07932,L0027,0.4589,07932
Scene S07932 listener L0026 sii 0.4529,S07932,L0026,0.4529,07932
Scene S07933 listener L0001 sii 0.4287,S07933,L0001,0.4287,07933
Scene S07933 listener L0084 sii 0.4485,S07933,L0084,0.4485,07933
Scene S07933 listener L0073 sii 0.4001,S07933,L0073,0.4001,07933
Scene S07934 listener L0012 sii 0.417,S07934,L0012,0.417,07934
Scene S07934 listener L0067 sii 0.4004,S07934,L0067,0.4004,07934
Scene S07934 listener L0098 sii 0.4181,S07934,L0098,0.4181,07934
Scene S07935 listener L0054 sii 0.5828,S07935,L0054,0.5828,07935
Scene S07935 listener L0029 sii 0.588,S07935,L0029,0.588,07935
Scene S07935 listener L0013 sii 0.6422,S07935,L0013,0.6422,07935
Scene S07936 listener L0090 sii 0.5872,S07936,L0090,0.5872,07936
Scene S07936 listener L0096 sii 0.5993,S07936,L0096,0.5993,07936
Scene S07936 listener L0057 sii 0.6179,S07936,L0057,0.6179,07936
Scene S07937 listener L0073 sii 0.4283,S07937,L0073,0.4283,07937
Scene S07937 listener L0097 sii 0.3946,S07937,L0097,0.3946,07937
Scene S07937 listener L0032 sii 0.6125,S07937,L0032,0.6125,07937
Scene S07938 listener L0078 sii 0.6739,S07938,L0078,0.6739,07938
Scene S07938 listener L0068 sii 0.6254,S07938,L0068,0.6254,07938
Scene S07938 listener L0009 sii 0.6672,S07938,L0009,0.6672,07938
Scene S07939 listener L0027 sii 0.4821,S07939,L0027,0.4821,07939
Scene S07939 listener L0042 sii 0.5846,S07939,L0042,0.5846,07939
Scene S07939 listener L0049 sii 0.4505,S07939,L0049,0.4505,07939
Scene S07940 listener L0085 sii 0.587,S07940,L0085,0.587,07940
Scene S07940 listener L0049 sii 0.4891,S07940,L0049,0.4891,07940
Scene S07940 listener L0070 sii 0.585,S07940,L0070,0.585,07940
Scene S07941 listener L0093 sii 0.588,S07941,L0093,0.588,07941
Scene S07941 listener L0001 sii 0.5988,S07941,L0001,0.5988,07941
Scene S07941 listener L0080 sii 0.5974,S07941,L0080,0.5974,07941
Scene S07942 listener L0011 sii 0.4246,S07942,L0011,0.4246,07942
Scene S07942 listener L0076 sii 0.4255,S07942,L0076,0.4255,07942
Scene S07942 listener L0049 sii 0.3887,S07942,L0049,0.3887,07942
Scene S07943 listener L0074 sii 0.5208,S07943,L0074,0.5208,07943
Scene S07943 listener L0088 sii 0.5629,S07943,L0088,0.5629,07943
Scene S07943 listener L0061 sii 0.5444,S07943,L0061,0.5444,07943
Scene S07944 listener L0077 sii 0.7227,S07944,L0077,0.7227,07944
Scene S07944 listener L0097 sii 0.5842,S07944,L0097,0.5842,07944
Scene S07944 listener L0011 sii 0.6547,S07944,L0011,0.6547,07944
Scene S07945 listener L0053 sii 0.5801,S07945,L0053,0.5801,07945
Scene S07945 listener L0035 sii 0.6326,S07945,L0035,0.6326,07945
Scene S07945 listener L0068 sii 0.5766,S07945,L0068,0.5766,07945
Scene S07946 listener L0074 sii 0.575,S07946,L0074,0.575,07946
Scene S07946 listener L0059 sii 0.5895,S07946,L0059,0.5895,07946
Scene S07946 listener L0071 sii 0.5881,S07946,L0071,0.5881,07946
Scene S07947 listener L0100 sii 0.4692,S07947,L0100,0.4692,07947
Scene S07947 listener L0024 sii 0.4059,S07947,L0024,0.4059,07947
Scene S08001 listener L0058 sii 0.5602,S08001,L0058,0.5602,08001
Scene S08001 listener L0069 sii 0.6375,S08001,L0069,0.6375,08001
Scene S08001 listener L0085 sii 0.5632,S08001,L0085,0.5632,08001
Scene S08001 listener L0069 sii 0.6375,S08001,L0069,0.6375,08001
Scene S08001 listener L0058 sii 0.5602,S08001,L0058,0.5602,08001
Scene S08001 listener L0085 sii 0.5632,S08001,L0085,0.5632,08001
Scene S08002 listener L0012 sii 0.6205,S08002,L0012,0.6205,08002
Scene S08002 listener L0027 sii 0.5765,S08002,L0027,0.5765,08002
Scene S08002 listener L0029 sii 0.5994,S08002,L0029,0.5994,08002
Scene S08002 listener L0012 sii 0.6205,S08002,L0012,0.6205,08002
Scene S08002 listener L0027 sii 0.5765,S08002,L0027,0.5765,08002
Scene S08002 listener L0029 sii 0.5994,S08002,L0029,0.5994,08002
Scene S08003 listener L0099 sii 0.6241,S08003,L0099,0.6241,08003
Scene S08003 listener L0097 sii 0.5861,S08003,L0097,0.5861,08003
Scene S08003 listener L0039 sii 0.5449,S08003,L0039,0.5449,08003
Scene S08003 listener L0099 sii 0.6241,S08003,L0099,0.6241,08003
Scene S08003 listener L0097 sii 0.5861,S08003,L0097,0.5861,08003
Scene S08003 listener L0039 sii 0.5449,S08003,L0039,0.5449,08003
Scene S08004 listener L0088 sii 0.6008,S08004,L0088,0.6008,08004
Scene S08004 listener L0014 sii 0.458,S08004,L0014,0.458,08004
Scene S08004 listener L0048 sii 0.6244,S08004,L0048,0.6244,08004
Scene S08004 listener L0088 sii 0.6008,S08004,L0088,0.6008,08004
Scene S08004 listener L0014 sii 0.458,S08004,L0014,0.458,08004
Scene S08004 listener L0048 sii 0.6244,S08004,L0048,0.6244,08004
Scene S08005 listener L0081 sii 0.4298,S08005,L0081,0.4298,08005
Scene S08005 listener L0081 sii 0.4298,S08005,L0081,0.4298,08005
Scene S08005 listener L0063 sii 0.4923,S08005,L0063,0.4923,08005
Scene S08005 listener L0010 sii 0.39,S08005,L0010,0.39,08005
Scene S08006 listener L0098 sii 0.3538,S08006,L0098,0.3538,08006
Scene S08006 listener L0059 sii 0.3664,S08006,L0059,0.3664,08006
Scene S08006 listener L0036 sii 0.3435,S08006,L0036,0.3435,08006
Scene S08007 listener L0074 sii 0.6364,S08007,L0074,0.6364,08007
Scene S08007 listener L0093 sii 0.6059,S08007,L0093,0.6059,08007
Scene S08007 listener L0090 sii 0.5977,S08007,L0090,0.5977,08007
Scene S08008 listener L0034 sii 0.5125,S08008,L0034,0.5125,08008
Scene S08008 listener L0074 sii 0.5758,S08008,L0074,0.5758,08008
Scene S08008 listener L0081 sii 0.5637,S08008,L0081,0.5637,08008
Scene S08009 listener L0017 sii 0.5467,S08009,L0017,0.5467,08009
Scene S08009 listener L0071 sii 0.5328,S08009,L0071,0.5328,08009
Scene S08009 listener L0034 sii 0.4455,S08009,L0034,0.4455,08009
Scene S08010 listener L0058 sii 0.4636,S08010,L0058,0.4636,08010
Scene S08010 listener L0095 sii 0.4474,S08010,L0095,0.4474,08010
Scene S08010 listener L0054 sii 0.4935,S08010,L0054,0.4935,08010
Scene S08011 listener L0057 sii 0.609,S08011,L0057,0.609,08011
Scene S08011 listener L0095 sii 0.5573,S08011,L0095,0.5573,08011
Scene S08011 listener L0097 sii 0.5334,S08011,L0097,0.5334,08011
Scene S08012 listener L0004 sii 0.6164,S08012,L0004,0.6164,08012
Scene S08012 listener L0069 sii 0.7074,S08012,L0069,0.7074,08012
Scene S08012 listener L0100 sii 0.6224,S08012,L0100,0.6224,08012
Scene S08013 listener L0017 sii 0.3983,S08013,L0017,0.3983,08013
Scene S08013 listener L0054 sii 0.4073,S08013,L0054,0.4073,08013
Scene S08013 listener L0064 sii 0.4016,S08013,L0064,0.4016,08013
Scene S08014 listener L0069 sii 0.4393,S08014,L0069,0.4393,08014
Scene S08014 listener L0062 sii 0.3804,S08014,L0062,0.3804,08014
Scene S08014 listener L0040 sii 0.3578,S08014,L0040,0.3578,08014
Scene S08015 listener L0022 sii 0.5463,S08015,L0022,0.5463,08015
Scene S08015 listener L0062 sii 0.5225,S08015,L0062,0.5225,08015
Scene S08015 listener L0063 sii 0.5928,S08015,L0063,0.5928,08015
Scene S08016 listener L0064 sii 0.62,S08016,L0064,0.62,08016
Scene S08016 listener L0089 sii 0.6312,S08016,L0089,0.6312,08016
Scene S08016 listener L0048 sii 0.686,S08016,L0048,0.686,08016
Scene S08017 listener L0032 sii 0.6154,S08017,L0032,0.6154,08017
Scene S08017 listener L0035 sii 0.6213,S08017,L0035,0.6213,08017
Scene S08017 listener L0011 sii 0.6297,S08017,L0011,0.6297,08017
Scene S08018 listener L0063 sii 0.572,S08018,L0063,0.572,08018
Scene S08018 listener L0035 sii 0.5091,S08018,L0035,0.5091,08018
Scene S08018 listener L0031 sii 0.5221,S08018,L0031,0.5221,08018
Scene S08019 listener L0032 sii 0.5445,S08019,L0032,0.5445,08019
Scene S08019 listener L0009 sii 0.4892,S08019,L0009,0.4892,08019
Scene S08019 listener L0057 sii 0.5142,S08019,L0057,0.5142,08019
Scene S08020 listener L0063 sii 0.5558,S08020,L0063,0.5558,08020
Scene S08020 listener L0011 sii 0.5396,S08020,L0011,0.5396,08020
Scene S08020 listener L0017 sii 0.5169,S08020,L0017,0.5169,08020
Scene S08021 listener L0095 sii 0.57,S08021,L0095,0.57,08021
Scene S08021 listener L0088 sii 0.5748,S08021,L0088,0.5748,08021
Scene S08021 listener L0097 sii 0.5407,S08021,L0097,0.5407,08021
Scene S08022 listener L0008 sii 0.5681,S08022,L0008,0.5681,08022
Scene S08022 listener L0061 sii 0.6536,S08022,L0061,0.6536,08022
Scene S08022 listener L0026 sii 0.6093,S08022,L0026,0.6093,08022
Scene S08023 listener L0028 sii 0.6147,S08023,L0028,0.6147,08023
Scene S08023 listener L0059 sii 0.7075,S08023,L0059,0.7075,08023
Scene S08023 listener L0074 sii 0.6728,S08023,L0074,0.6728,08023
Scene S08024 listener L0068 sii 0.6419,S08024,L0068,0.6419,08024
Scene S08024 listener L0057 sii 0.7252,S08024,L0057,0.7252,08024
Scene S08024 listener L0051 sii 0.6476,S08024,L0051,0.6476,08024
Scene S08025 listener L0049 sii 0.5465,S08025,L0049,0.5465,08025
Scene S08025 listener L0055 sii 0.6406,S08025,L0055,0.6406,08025
Scene S08025 listener L0069 sii 0.6902,S08025,L0069,0.6902,08025
Scene S08026 listener L0028 sii 0.4706,S08026,L0028,0.4706,08026
Scene S08026 listener L0072 sii 0.3702,S08026,L0072,0.3702,08026
Scene S08026 listener L0023 sii 0.4243,S08026,L0023,0.4243,08026
Scene S08027 listener L0074 sii 0.6102,S08027,L0074,0.6102,08027
Scene S08027 listener L0023 sii 0.5594,S08027,L0023,0.5594,08027
Scene S08027 listener L0067 sii 0.6329,S08027,L0067,0.6329,08027
Scene S08028 listener L0086 sii 0.4803,S08028,L0086,0.4803,08028
Scene S08028 listener L0098 sii 0.5428,S08028,L0098,0.5428,08028
Scene S08028 listener L0059 sii 0.5086,S08028,L0059,0.5086,08028
Scene S08029 listener L0054 sii 0.5708,S08029,L0054,0.5708,08029
Scene S08029 listener L0021 sii 0.5649,S08029,L0021,0.5649,08029
Scene S08029 listener L0004 sii 0.5746,S08029,L0004,0.5746,08029
Scene S08030 listener L0024 sii 0.6622,S08030,L0024,0.6622,08030
Scene S08030 listener L0059 sii 0.5545,S08030,L0059,0.5545,08030
Scene S08030 listener L0055 sii 0.61,S08030,L0055,0.61,08030
Scene S08031 listener L0035 sii 0.576,S08031,L0035,0.576,08031
Scene S08031 listener L0021 sii 0.5456,S08031,L0021,0.5456,08031
Scene S08031 listener L0049 sii 0.5234,S08031,L0049,0.5234,08031
Scene S08032 listener L0061 sii 0.5097,S08032,L0061,0.5097,08032
Scene S08032 listener L0096 sii 0.5068,S08032,L0096,0.5068,08032
Scene S08032 listener L0009 sii 0.51,S08032,L0009,0.51,08032
Scene S08033 listener L0015 sii 0.5388,S08033,L0015,0.5388,08033
Scene S08033 listener L0071 sii 0.6198,S08033,L0071,0.6198,08033
Scene S08033 listener L0099 sii 0.5602,S08033,L0099,0.5602,08033
Scene S08034 listener L0088 sii 0.6645,S08034,L0088,0.6645,08034
Scene S08034 listener L0099 sii 0.6509,S08034,L0099,0.6509,08034
Scene S08034 listener L0096 sii 0.6684,S08034,L0096,0.6684,08034
Scene S08035 listener L0039 sii 0.5553,S08035,L0039,0.5553,08035
Scene S08035 listener L0003 sii 0.6544,S08035,L0003,0.6544,08035
Scene S08035 listener L0073 sii 0.6421,S08035,L0073,0.6421,08035
Scene S08036 listener L0076 sii 0.5635,S08036,L0076,0.5635,08036
Scene S08036 listener L0011 sii 0.6024,S08036,L0011,0.6024,08036
Scene S08036 listener L0040 sii 0.5241,S08036,L0040,0.5241,08036
Scene S08037 listener L0012 sii 0.5492,S08037,L0012,0.5492,08037
Scene S08037 listener L0035 sii 0.5284,S08037,L0035,0.5284,08037
Scene S08037 listener L0100 sii 0.5258,S08037,L0100,0.5258,08037
Scene S08038 listener L0094 sii 0.587,S08038,L0094,0.587,08038
Scene S08038 listener L0034 sii 0.5017,S08038,L0034,0.5017,08038
Scene S08038 listener L0059 sii 0.6153,S08038,L0059,0.6153,08038
Scene S08039 listener L0062 sii 0.628,S08039,L0062,0.628,08039
Scene S08039 listener L0001 sii 0.6672,S08039,L0001,0.6672,08039
Scene S08039 listener L0051 sii 0.595,S08039,L0051,0.595,08039
Scene S08040 listener L0047 sii 0.5579,S08040,L0047,0.5579,08040
Scene S08040 listener L0002 sii 0.5669,S08040,L0002,0.5669,08040
Scene S08040 listener L0057 sii 0.5854,S08040,L0057,0.5854,08040
Scene S08041 listener L0097 sii 0.4099,S08041,L0097,0.4099,08041
Scene S08041 listener L0010 sii 0.3571,S08041,L0010,0.3571,08041
Scene S08041 listener L0058 sii 0.4352,S08041,L0058,0.4352,08041
Scene S08042 listener L0028 sii 0.4723,S08042,L0028,0.4723,08042
Scene S08042 listener L0067 sii 0.4702,S08042,L0067,0.4702,08042
Scene S08042 listener L0013 sii 0.4681,S08042,L0013,0.4681,08042
Scene S08043 listener L0070 sii 0.6587,S08043,L0070,0.6587,08043
Scene S08043 listener L0088 sii 0.6405,S08043,L0088,0.6405,08043
Scene S08043 listener L0024 sii 0.6512,S08043,L0024,0.6512,08043
Scene S08044 listener L0073 sii 0.4774,S08044,L0073,0.4774,08044
Scene S08044 listener L0076 sii 0.4837,S08044,L0076,0.4837,08044
Scene S08044 listener L0085 sii 0.5525,S08044,L0085,0.5525,08044
Scene S08045 listener L0100 sii 0.5446,S08045,L0100,0.5446,08045
Scene S08045 listener L0054 sii 0.5558,S08045,L0054,0.5558,08045
Scene S08045 listener L0002 sii 0.5609,S08045,L0002,0.5609,08045
Scene S08046 listener L0062 sii 0.568,S08046,L0062,0.568,08046
Scene S08046 listener L0003 sii 0.6151,S08046,L0003,0.6151,08046
Scene S08046 listener L0013 sii 0.6213,S08046,L0013,0.6213,08046
Scene S08047 listener L0074 sii 0.6026,S08047,L0074,0.6026,08047
Scene S08047 listener L0078 sii 0.6515,S08047,L0078,0.6515,08047
Scene S08047 listener L0001 sii 0.6186,S08047,L0001,0.6186,08047
Scene S08048 listener L0041 sii 0.5179,S08048,L0041,0.5179,08048
Scene S08048 listener L0084 sii 0.5717,S08048,L0084,0.5717,08048
Scene S08048 listener L0010 sii 0.4556,S08048,L0010,0.4556,08048
Scene S08049 listener L0017 sii 0.4396,S08049,L0017,0.4396,08049
Scene S08049 listener L0063 sii 0.4866,S08049,L0063,0.4866,08049
Scene S08049 listener L0015 sii 0.3967,S08049,L0015,0.3967,08049
Scene S08050 listener L0067 sii 0.7141,S08050,L0067,0.7141,08050
Scene S08050 listener L0022 sii 0.6814,S08050,L0022,0.6814,08050
Scene S08050 listener L0077 sii 0.7277,S08050,L0077,0.7277,08050
Scene S08051 listener L0091 sii 0.699,S08051,L0091,0.699,08051
Scene S08051 listener L0090 sii 0.6378,S08051,L0090,0.6378,08051
Scene S08051 listener L0051 sii 0.619,S08051,L0051,0.619,08051
Scene S08052 listener L0091 sii 0.5561,S08052,L0091,0.5561,08052
Scene S08052 listener L0064 sii 0.5419,S08052,L0064,0.5419,08052
Scene S08052 listener L0001 sii 0.5441,S08052,L0001,0.5441,08052
Scene S08053 listener L0085 sii 0.5365,S08053,L0085,0.5365,08053
Scene S08053 listener L0005 sii 0.5175,S08053,L0005,0.5175,08053
Scene S08053 listener L0091 sii 0.5386,S08053,L0091,0.5386,08053
Scene S08054 listener L0036 sii 0.5461,S08054,L0036,0.5461,08054
Scene S08054 listener L0028 sii 0.5325,S08054,L0028,0.5325,08054
Scene S08054 listener L0094 sii 0.5873,S08054,L0094,0.5873,08054
Scene S08055 listener L0029 sii 0.6446,S08055,L0029,0.6446,08055
Scene S08055 listener L0074 sii 0.648,S08055,L0074,0.648,08055
Scene S08055 listener L0072 sii 0.5008,S08055,L0072,0.5008,08055
Scene S08056 listener L0032 sii 0.6708,S08056,L0032,0.6708,08056
Scene S08056 listener L0002 sii 0.6504,S08056,L0002,0.6504,08056
Scene S08056 listener L0081 sii 0.6961,S08056,L0081,0.6961,08056
Scene S08057 listener L0008 sii 0.5868,S08057,L0008,0.5868,08057
Scene S08057 listener L0082 sii 0.6396,S08057,L0082,0.6396,08057
Scene S08057 listener L0076 sii 0.5822,S08057,L0076,0.5822,08057
Scene S08058 listener L0078 sii 0.4102,S08058,L0078,0.4102,08058
Scene S08058 listener L0064 sii 0.3611,S08058,L0064,0.3611,08058
Scene S08058 listener L0045 sii 0.4237,S08058,L0045,0.4237,08058
Scene S08059 listener L0073 sii 0.5338,S08059,L0073,0.5338,08059
Scene S08059 listener L0057 sii 0.5973,S08059,L0057,0.5973,08059
Scene S08059 listener L0096 sii 0.576,S08059,L0096,0.576,08059
Scene S08060 listener L0096 sii 0.6058,S08060,L0096,0.6058,08060
Scene S08060 listener L0086 sii 0.5954,S08060,L0086,0.5954,08060
Scene S08060 listener L0099 sii 0.5746,S08060,L0099,0.5746,08060
Scene S08061 listener L0015 sii 0.6138,S08061,L0015,0.6138,08061
Scene S08061 listener L0028 sii 0.5956,S08061,L0028,0.5956,08061
Scene S08061 listener L0091 sii 0.6496,S08061,L0091,0.6496,08061
Scene S08062 listener L0008 sii 0.5106,S08062,L0008,0.5106,08062
Scene S08062 listener L0072 sii 0.4162,S08062,L0072,0.4162,08062
Scene S08062 listener L0078 sii 0.5149,S08062,L0078,0.5149,08062
Scene S08063 listener L0077 sii 0.3124,S08063,L0077,0.3124,08063
Scene S08063 listener L0045 sii 0.3211,S08063,L0045,0.3211,08063
Scene S08063 listener L0069 sii 0.3759,S08063,L0069,0.3759,08063
Scene S08064 listener L0038 sii 0.3869,S08064,L0038,0.3869,08064
Scene S08064 listener L0008 sii 0.4025,S08064,L0008,0.4025,08064
Scene S08064 listener L0005 sii 0.4388,S08064,L0005,0.4388,08064
Scene S08065 listener L0055 sii 0.4722,S08065,L0055,0.4722,08065
Scene S08065 listener L0063 sii 0.5179,S08065,L0063,0.5179,08065
Scene S08065 listener L0078 sii 0.5263,S08065,L0078,0.5263,08065
Scene S08066 listener L0040 sii 0.6332,S08066,L0040,0.6332,08066
Scene S08066 listener L0095 sii 0.6178,S08066,L0095,0.6178,08066
Scene S08066 listener L0093 sii 0.647,S08066,L0093,0.647,08066
Scene S08067 listener L0003 sii 0.5383,S08067,L0003,0.5383,08067
Scene S08067 listener L0085 sii 0.5517,S08067,L0085,0.5517,08067
Scene S08067 listener L0098 sii 0.5383,S08067,L0098,0.5383,08067
Scene S08068 listener L0034 sii 0.5974,S08068,L0034,0.5974,08068
Scene S08068 listener L0090 sii 0.6609,S08068,L0090,0.6609,08068
Scene S08068 listener L0056 sii 0.6548,S08068,L0056,0.6548,08068
Scene S08069 listener L0032 sii 0.38,S08069,L0032,0.38,08069
